"Alias";"Product";"AddressType";"Address";"Operation"
;"OfficeMobile";"URL";"auth.gfx.ms";"To added"
;"OfficeMobile";"URL";"by.uservoice.com";"To added"
;"OfficeMobile";"URL";"c.bing.com";"To added"
;"OfficeMobile";"URL";"c.live.com";"To added"
;"OfficeMobile";"URL";"cl2.apple.com";"To added"
;"OfficeMobile";"URL";"client.hip.live.com";"To added"
;"OfficeMobile";"URL";"client.hip.live.com";"To added"
;"OfficeMobile";"URL";"clientconfig.microsoftonline-p.net";"To added"
;"OfficeMobile";"URL";"com.microsoft.office.outlook.dev";"To added"
;"OfficeMobile";"URL";"d.docs.live.net";"To added"
;"OfficeMobile";"URL";"data.flurry.com";"To added"
;"OfficeMobile";"URL";"dc2.client.hip.live.com";"To added"
;"OfficeMobile";"URL";"directory.services.live.com";"To added"
;"OfficeMobile";"URL";"docs.live.net";"To added"
;"OfficeMobile";"URL";"en-US.appex-rf.msn.com";"To added"
;"OfficeMobile";"URL";"foodanddrink.services.appex.bing.com";"To added"
;"OfficeMobile";"URL";"go.microsoft.com";"To added"
;"OfficeMobile";"URL";"graph.facebook.com";"To added"
;"OfficeMobile";"URL";"graph.microsoft.com";"To added"
;"OfficeMobile";"URL";"graph.windows.net";"To added"
;"OfficeMobile";"URL";"login.live.com";"To added"
;"OfficeMobile";"URL";"login.microsoftonline.com";"To added"
;"OfficeMobile";"URL";"login.windows.net";"To added"
;"OfficeMobile";"URL";"login.windows-ppe.net";"To added"
;"OfficeMobile";"URL";"m.facebook.com";"To added"
;"OfficeMobile";"URL";"m.webtrends.com";"To added"
;"OfficeMobile";"URL";"mail.google.com";"To added"
;"OfficeMobile";"URL";"mam.manage.microsoft.com";"To added"
;"OfficeMobile";"URL";"mobile.pipe.aria.microsoft.com";"To added"
;"OfficeMobile";"URL";"ms.tific.com";"To added"
;"OfficeMobile";"URL";"nexus.officeapps.live.com";"To added"
;"OfficeMobile";"URL";"o15.officeredir.microsoft.com";"To added"
;"OfficeMobile";"URL";"odc.officeapps.live.com";"To added"
;"OfficeMobile";"URL";"odcsm.officeapps.live.com";"To added"
;"OfficeMobile";"URL";"office.microsoft.com";"To added"
;"OfficeMobile";"URL";"office15client.microsoft.com";"To added"
;"OfficeMobile";"URL";"officeimg.vo.msecnd.net";"To added"
;"OfficeMobile";"URL";"outlook.office.com";"To added"
;"OfficeMobile";"URL";"outlook.office365.com";"To added"
;"OfficeMobile";"URL";"outlook.uservoice.com";"To added"
;"OfficeMobile";"URL";"*.itunes.apple.com";"To added"
;"OfficeMobile";"URL";"partnerservices.getmicrosoftkey.com";"To added"
;"OfficeMobile";"URL";"play.google.com";"To added"
;"OfficeMobile";"URL";"rink.hockeyapp.net";"To added"
;"OfficeMobile";"URL";"roaming.officeapps.live.com";"To added"
;"OfficeMobile";"URL";"s3-us-west-2.amazonaws.com";"To added"
;"OfficeMobile";"URL";"sas.office.microsoft.com";"To added"
;"OfficeMobile";"URL";"sdfpilot.outlook.com";"To added"
;"OfficeMobile";"URL";"sdk.hockeyapp.net";"To added"
;"OfficeMobile";"URL";"secure.aadcdn.microsoftonline-p.com";"To added"
;"OfficeMobile";"URL";"signup.live.com";"To added"
;"OfficeMobile";"URL";"social.yahooapis.com";"To added"
;"OfficeMobile";"URL";"sqm.microsoft.com";"To added"
;"OfficeMobile";"URL";"view.atdmt.com";"To added"
;"OfficeMobile";"URL";"vortex.data.microsoft.com";"To added"
;"OfficeMobile";"URL";"watson.telemetry.microsoft.com";"To added"
;"OfficeMobile";"URL";"weather.tile.appex.bing.com";"To added"
;"OfficeMobile";"URL";"wer.microsoft.com";"To added"
;"OfficeMobile";"URL";"www.acompli.com";"To added"
;"OfficeMobile";"URL";"www.dropbox.com";"To added"
;"OfficeMobile";"URL";"www.evernote.com";"To added"
;"OfficeMobile";"URL";"www.googleapis.com";"To added"
;"OfficeMobile";"URL";"www.wunderlist.com";"To added"
;"CRLs";"URL";"*.entrust.net";"To added"
;"CRLs";"URL";"*.geotrust.com";"To added"
;"CRLs";"URL";"*.omniroot.com";"To added"
;"CRLs";"URL";"*.public-trust.com";"To added"
;"CRLs";"URL";"*.symcb.com";"To added"
;"CRLs";"URL";"*.symcd.com";"To added"
;"CRLs";"URL";"*.verisign.com";"To added"
;"CRLs";"URL";"*.verisign.net";"To added"
;"CRLs";"URL";"aia.entrust.net";"To added"
;"CRLs";"URL";"apps.identrust.com";"To added"
;"CRLs";"URL";"cacert.a.omniroot.com";"To added"
;"CRLs";"URL";"cacert.omniroot.com";"To added"
;"CRLs";"URL";"cacerts.digicert.com";"To added"
;"CRLs";"URL";"cdp1.public-trust.com";"To added"
;"CRLs";"URL";"cert.int-x3.letsencrypt.org";"To added"
;"CRLs";"URL";"crl.entrust.net";"To added"
;"CRLs";"URL";"crl.globalsign.com";"To added"
;"CRLs";"URL";"crl.globalsign.net";"To added"
;"CRLs";"URL";"crl.identrust.com";"To added"
;"CRLs";"URL";"crl.microsoft.com";"To added"
;"CRLs";"URL";"crl3.digicert.com";"To added"
;"CRLs";"URL";"crl4.digicert.com";"To added"
;"CRLs";"URL";"EVIntl-aia.verisign.com";"To added"
;"CRLs";"URL";"EVIntl-crl.verisign.com";"To added"
;"CRLs";"URL";"EVIntl-ocsp.verisign.com";"To added"
;"CRLs";"URL";"evsecure-aia.verisign.com";"To added"
;"CRLs";"URL";"EVSecure-crl.verisign.com";"To added"
;"CRLs";"URL";"EVSecure-ocsp.verisign.com";"To added"
;"CRLs";"URL";"isrg.trustid.ocsp.identrust.com";"To added"
;"CRLs";"URL";"mscrl.microsoft.com";"To added"
;"CRLs";"URL";"ocsp.digicert.com";"To added"
;"CRLs";"URL";"ocsp.entrust.net";"To added"
;"CRLs";"URL";"ocsp.globalsign.com";"To added"
;"CRLs";"URL";"ocsp.int-x3.letsencrypt.org";"To added"
;"CRLs";"URL";"ocsp.msocsp.com";"To added"
;"CRLs";"URL";"ocsp.omniroot.com";"To added"
;"CRLs";"URL";"ocsp2.globalsign.com";"To added"
;"CRLs";"URL";"ocspx.digicert.com";"To added"
;"CRLs";"URL";"s1.symcb.com";"To added"
;"CRLs";"URL";"s2.symcb.com";"To added"
;"CRLs";"URL";"sa.symcb.com";"To added"
;"CRLs";"URL";"sd.symcb.com";"To added"
;"CRLs";"URL";"secure.globalsign.com";"To added"
;"CRLs";"URL";"sr.symcb.com";"To added"
;"CRLs";"URL";"sr.symcd.com";"To added"
;"CRLs";"URL";"su.symcb.com";"To added"
;"CRLs";"URL";"su.symcd.com";"To added"
;"CRLs";"URL";"vassg142.crl.omniroot.com";"To added"
;"CRLs";"URL";"vassg142.ocsp.omniroot.com";"To added"
;"CRLs";"URL";"www.digicert.com";"To added"
;"CRLs";"URL";"www.microsoft.com";"To added"
;"OfficeiPad";"URL";"directory.services.live.com";"To added"
;"OfficeiPad";"URL";"odc.officeapps.live.com";"To added"
;"OfficeiPad";"URL";"docs.live.net";"To added"
;"OfficeiPad";"URL";"roaming.officeapps.live.com";"To added"
;"OfficeiPad";"URL";"nexus.officeapps.live.com";"To added"
;"OfficeiPad";"URL";"sqm.microsoft.com";"To added"
;"OfficeiPad";"URL";"watson.telemetry.microsoft.com";"To added"
;"OfficeiPad";"URL";"login.live.com";"To added"
;"OfficeiPad";"URL";"wer.microsoft.com";"To added"
;"OfficeiPad";"URL";"*-my.sharepoint.com";"To added"
;"OfficeiPad";"URL";"login.microsoftonline.com";"To added"
;"OfficeiPad";"URL";"ms.tific.com";"To added"
;"OfficeiPad";"URL";"p100-sandbox.itunes.apple.com";"To added"
;"OfficeiPad";"URL";"signup.live.com";"To added"
;"OfficeiPad";"URL";"auth.gfx.ms";"To added"
;"OfficeiPad";"URL";"view.atdmt.com";"To added"
;"OfficeiPad";"URL";"client.hip.live.com";"To added"
;"OfficeiPad";"URL";"dc2.client.hip.live.com";"To added"
;"OfficeiPad";"URL";"c.live.com";"To added"
;"OfficeiPad";"URL";"go.microsoft.com";"To added"
;"OfficeiPad";"URL";"office.microsoft.com";"To added"
;"OfficeiPad";"URL";"officeimg.vo.msecnd.net";"To added"
;"OfficeiPad";"URL";"m.webtrends.com";"To added"
;"OfficeiPad";"URL";"account.live.com";"To added"
;"OfficeiPad";"URL";"c.bing.com";"To added"
;"OfficeiPad";"URL";"partnerservices.getmicrosoftkey.com";"To added"
;"OfficeiPad";"URL";"client.hip.live.com";"To added"
;"OfficeiPad";"URL";"clientconfig.microsoftonline-p.net";"To added"
;"OfficeiPad";"URL";"cl2.apple.com";"To added"
;"OfficeiPad";"URL";"sas.office.microsoft.com";"To added"
;"OfficeiPad";"URL";"foodanddrink.services.appex.bing.com";"To added"
;"OfficeiPad";"URL";"en-US.appex-rf.msn.com";"To added"
;"OfficeiPad";"URL";"weather.tile.appex.bing.com";"To added"
;"EOP";"IPv4";"23.103.132.0/22";"To added"
;"EOP";"IPv4";"23.103.136.0/21";"To added"
;"EOP";"IPv4";"23.103.144.0/20";"To added"
;"EOP";"IPv4";"23.103.198.0/23";"To added"
;"EOP";"IPv4";"23.103.200.0/22";"To added"
;"EOP";"IPv4";"23.103.212.0/22";"To added"
;"EOP";"IPv4";"40.92.0.0/14";"To added"
;"EOP";"IPv4";"40.107.0.0/17";"To added"
;"EOP";"IPv4";"40.107.128.0/18";"To added"
;"EOP";"IPv4";"52.100.0.0/14";"To added"
;"EOP";"IPv4";"65.55.88.0/24";"To added"
;"EOP";"IPv4";"65.55.169.0/24";"To added"
;"EOP";"IPv4";"94.245.120.64/26";"To added"
;"EOP";"IPv4";"104.47.0.0/17";"To added"
;"EOP";"IPv4";"134.170.132.0/24";"To added"
;"EOP";"IPv4";"134.170.140.0/24";"To added"
;"EOP";"IPv4";"157.55.234.0/24";"To added"
;"EOP";"IPv4";"157.56.110.0/23";"To added"
;"EOP";"IPv4";"157.56.112.0/24";"To added"
;"EOP";"IPv4";"207.46.51.64/26";"To added"
;"EOP";"IPv4";"207.46.100.0/24";"To added"
;"EOP";"IPv4";"207.46.163.0/24";"To added"
;"EOP";"IPv4";"213.199.154.0/24";"To added"
;"EOP";"IPv4";"213.199.180.128/26";"To added"
;"EOP";"IPv4";"216.32.180.0/23";"To added"
;"EOP";"IPv6";"2a01:111:f400:7c00::/54";"To added"
;"EOP";"IPv6";"2a01:111:f400:fc00::/54";"To added"
;"EOP";"IPv6";"2a01:111:f403::/48";"To added"
