"Alias";"Product";"AddressType";"Address";"Operation"
"Office 365";"o365";"IPv6";"2603:1020:200::682f:a1d8/128";"To added"
"Office 365";"o365";"IPv6";"2603:1020:201::3c4/128";"To added"
"Office 365";"o365";"IPv6";"2603:1030:603::6a/128";"To added"
"Office 365";"o365";"IPv6";"2603:1030:603::72/128";"To added"
"Office 365";"o365";"IPv6";"2603:1030:a02::118/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:200::111/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:400::5d/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:400::5e/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:400::7b/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:401::c/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:601::2f/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:601::1e7/128";"To added"
"Office 365";"o365";"IPv6";"2801:80:1d0:1c00::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:2003::/48";"To added"
"Office 365";"o365";"IPv6";"2a01:111:200a:a::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:202c::/48";"To added"
"Office 365";"o365";"IPv6";"2a01:111:202e::/48";"To added"
"Office 365";"o365";"IPv6";"2a01:111:202e::190/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:202e::191/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:202e::156/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:202d::/48";"To added"
"Office 365";"o365";"IPv6";"2a01:111:2035:8::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:8000::4134:902e/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:6000::4134:b0ba/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:1002::4134:c0cb/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:1002::4134:c440/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:1002::4134:d9ee/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:1004::4134:f0c8/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:2002::8975:2c33/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:2002::8975:2d11/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:2002::8975:2d43/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:2002::8975:2d98/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:3002::8987:320c/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:3002::8987:342a/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:3002::8987:3552/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:4001::4625:609b/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:4001::4625:61ea/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:4001::4625:a1e3/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:4001::4625:a1e8/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:4001::4625:a248/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:6000::4134:b84b/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:7000::6fdd:682b/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:7000::6fdd:6b20/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:7000::6fdd:6b76/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:7000::6fdd:6fc4/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:8000::4134:941b/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:8001::d5c7:8077/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:a000::5ef5:581c/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:a000::5ef5:6c55/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:7000::6fdd:6095/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:a001::a83f:5c85/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:a004::bfeb:8c89/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:a004::bfeb:8deb/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f102:8001::1761:4237/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f102:8001::1761:4daf/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f406:1::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f406:1000::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f406:1004::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f406:1801::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f406:1805::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f406:3404::/64";"To added"
"Office 365";"o365";"IPv6";"2A01:111:F406:8000::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f406:8801::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f406:a003::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f406:c00::/64";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:1002::4134:d93c/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:4001::4625:a4b4/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:a004::bfeb:8cb8/128";"To added"
"Office 365";"o365";"IPv6";"2603:1020:201::5f2/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:7000::6fdd:6bc2/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:7000::6fdd:699d/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f102:8001::1761:4f8a/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:3002::8987:358e/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:2002::8975:2cbc/128";"To added"
"Office 365";"o365";"IPv6";"2603:1030:603::5e0/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:200::4a9/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:601::4e/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:401::57/128";"To added"
"Office 365";"o365";"IPv6";"2603:1030:603::4ed/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:a004::bfeb:8a37/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:a004::bfeb:8872/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:4001::4625:a3b3/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:7000::6fdd:6a4e/128";"To added"
"Office 365";"o365";"IPv6";"2a01:111:f100:2002::8975:2db9/128";"To added"
"Office 365";"o365";"IPv6";"2603:1030:a02::5f9/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:200::419/128";"To added"
"Office 365";"o365";"IPv6";"2603:1020:201::142/128";"To added"
"Office 365";"o365";"IPv6";"2603:1020:201::265/128";"To added"
"Office 365";"o365";"IPv6";"2603:1020:300::33/128";"To added"
"Office 365";"o365";"IPv6";"2603:1020:400::26/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:400::715/128";"To added"
"Office 365";"o365";"IPv6";"2603:1040:601::281/128";"To added"
"Office 365";"o365";"IPv4";"13.64.196.27/32";"To added"
"Office 365";"o365";"IPv4";"13.64.198.19/32";"To added"
"Office 365";"o365";"IPv4";"13.64.198.97/32";"To added"
"Office 365";"o365";"IPv4";"13.64.199.41/32";"To added"
"Office 365";"o365";"IPv4";"13.65.240.22/32";"To added"
"Office 365";"o365";"IPv4";"13.66.58.59/32";"To added"
"Office 365";"o365";"IPv4";"13.70.156.206/32";"To added"
"Office 365";"o365";"IPv4";"13.71.145.114/32";"To added"
"Office 365";"o365";"IPv4";"13.71.145.122/32";"To added"
"Office 365";"o365";"IPv4";"13.71.151.88/32";"To added"
"Office 365";"o365";"IPv4";"13.75.149.223/32";"To added"
"Office 365";"o365";"IPv4";"13.76.218.117/32";"To added"
"Office 365";"o365";"IPv4";"13.76.219.191/32";"To added"
"Office 365";"o365";"IPv4";"13.76.219.210/32";"To added"
"Office 365";"o365";"IPv4";"13.78.120.69/32";"To added"
"Office 365";"o365";"IPv4";"13.78.120.70/32";"To added"
"Office 365";"o365";"IPv4";"13.78.120.99/32";"To added"
"Office 365";"o365";"IPv4";"13.78.122.54/32";"To added"
"Office 365";"o365";"IPv4";"13.80.22.71/32";"To added"
"Office 365";"o365";"IPv4";"13.80.125.22/32";"To added"
"Office 365";"o365";"IPv4";"13.84.178.101/32";"To added"
"Office 365";"o365";"IPv4";"13.84.216.209/32";"To added"
"Office 365";"o365";"IPv4";"13.84.219.100/32";"To added"
"Office 365";"o365";"IPv4";"13.84.222.249/32";"To added"
"Office 365";"o365";"IPv4";"13.87.36.128/32";"To added"
"Office 365";"o365";"IPv4";"13.88.17.54/32";"To added"
"Office 365";"o365";"IPv4";"13.91.61.249/32";"To added"
"Office 365";"o365";"IPv4";"13.91.91.243/32";"To added"
"Office 365";"o365";"IPv4";"13.91.98.185/32";"To added"
"Office 365";"o365";"IPv4";"13.92.181.66/32";"To added"
"Office 365";"o365";"IPv4";"13.92.236.241/32";"To added"
"Office 365";"o365";"IPv4";"13.93.164.45/32";"To added"
"Office 365";"o365";"IPv4";"13.93.216.68/32";"To added"
"Office 365";"o365";"IPv4";"13.93.233.42/32";"To added"
"Office 365";"o365";"IPv4";"13.95.29.177/32";"To added"
"Office 365";"o365";"IPv4";"13.95.30.46/32";"To added"
"Office 365";"o365";"IPv4";"13.107.6.156/31";"To added"
"Office 365";"o365";"IPv4";"13.107.7.190/31";"To added"
"Office 365";"o365";"IPv4";"13.107.9.156/31";"To added"
"Office 365";"o365";"IPv4";"23.96.32.105/32";"To added"
"Office 365";"o365";"IPv4";"23.96.251.50/32";"To added"
"Office 365";"o365";"IPv4";"23.96.253.65/32";"To added"
"Office 365";"o365";"IPv4";"23.97.61.137/32";"To added"
"Office 365";"o365";"IPv4";"23.97.66.55/32";"To added"
"Office 365";"o365";"IPv4";"23.97.78.94/32";"To added"
"Office 365";"o365";"IPv4";"23.97.150.21/32";"To added"
"Office 365";"o365";"IPv4";"23.97.152.190/32";"To added"
"Office 365";"o365";"IPv4";"23.97.209.97/32";"To added"
"Office 365";"o365";"IPv4";"23.99.109.44/32";"To added"
"Office 365";"o365";"IPv4";"23.99.109.64/32";"To added"
"Office 365";"o365";"IPv4";"23.99.116.116/32";"To added"
"Office 365";"o365";"IPv4";"23.99.121.16/32";"To added"
"Office 365";"o365";"IPv4";"23.99.121.207/32";"To added"
"Office 365";"o365";"IPv4";"23.99.125.4/32";"To added"
"Office 365";"o365";"IPv4";"23.100.86.91/32";"To added"
"Office 365";"o365";"IPv4";"23.101.14.229/32";"To added"
"Office 365";"o365";"IPv4";"23.101.30.126/32";"To added"
"Office 365";"o365";"IPv4";"23.102.4.253/32";"To added"
"Office 365";"o365";"IPv4";"40.69.185.117/32";"To added"
"Office 365";"o365";"IPv4";"40.71.88.196/32";"To added"
"Office 365";"o365";"IPv4";"40.76.1.176/32";"To added"
"Office 365";"o365";"IPv4";"40.76.8.142/32";"To added"
"Office 365";"o365";"IPv4";"40.76.12.4/32";"To added"
"Office 365";"o365";"IPv4";"40.76.12.162/32";"To added"
"Office 365";"o365";"IPv4";"40.76.54.117/32";"To added"
"Office 365";"o365";"IPv4";"40.83.120.174/32";"To added"
"Office 365";"o365";"IPv4";"40.83.127.89/32";"To added"
"Office 365";"o365";"IPv4";"40.83.185.155/32";"To added"
"Office 365";"o365";"IPv4";"40.83.185.230/32";"To added"
"Office 365";"o365";"IPv4";"40.84.145.72/32";"To added"
"Office 365";"o365";"IPv4";"40.112.144.173/32";"To added"
"Office 365";"o365";"IPv4";"40.112.187.89/32";"To added"
"Office 365";"o365";"IPv4";"40.113.8.255/32";"To added"
"Office 365";"o365";"IPv4";"40.113.10.78/32";"To added"
"Office 365";"o365";"IPv4";"40.113.11.93/32";"To added"
"Office 365";"o365";"IPv4";"40.113.14.159/32";"To added"
"Office 365";"o365";"IPv4";"40.113.91.234/32";"To added"
"Office 365";"o365";"IPv4";"40.117.96.104/32";"To added"
"Office 365";"o365";"IPv4";"40.117.100.187/32";"To added"
"Office 365";"o365";"IPv4";"40.117.144.240/32";"To added"
"Office 365";"o365";"IPv4";"40.117.151.29/32";"To added"
"Office 365";"o365";"IPv4";"40.117.229.133/32";"To added"
"Office 365";"o365";"IPv4";"40.117.229.194/32";"To added"
"Office 365";"o365";"IPv4";"40.118.211.172/32";"To added"
"Office 365";"o365";"IPv4";"40.121.144.182/32";"To added"
"Office 365";"o365";"IPv4";"40.122.168.103/32";"To added"
"Office 365";"o365";"IPv4";"40.124.8.53/32";"To added"
"Office 365";"o365";"IPv4";"51.140.45.81/32";"To added"
"Office 365";"o365";"IPv4";"51.140.226.217/32";"To added"
"Office 365";"o365";"IPv4";"51.142.213.184/32";"To added"
"Office 365";"o365";"IPv4";"52.163.58.153/32";"To added"
"Office 365";"o365";"IPv4";"52.163.93.38/32";"To added"
"Office 365";"o365";"IPv4";"52.164.121.65/32";"To added"
"Office 365";"o365";"IPv4";"52.164.124.124/32";"To added"
"Office 365";"o365";"IPv4";"52.164.127.6/32";"To added"
"Office 365";"o365";"IPv4";"52.168.128.89/32";"To added"
"Office 365";"o365";"IPv4";"52.172.49.206/32";"To added"
"Office 365";"o365";"IPv4";"52.174.56.180/32";"To added"
"Office 365";"o365";"IPv4";"52.175.154.183/32";"To added"
"Office 365";"o365";"IPv4";"52.175.158.8/32";"To added"
"Office 365";"o365";"IPv4";"52.178.27.129/32";"To added"
"Office 365";"o365";"IPv4";"52.178.144.25/32";"To added"
"Office 365";"o365";"IPv4";"52.178.146.3/32";"To added"
"Office 365";"o365";"IPv4";"52.178.146.67/32";"To added"
"Office 365";"o365";"IPv4";"52.178.150.186/32";"To added"
"Office 365";"o365";"IPv4";"52.183.75.62/32";"To added"
"Office 365";"o365";"IPv4";"52.185.154.106/32";"To added"
"Office 365";"o365";"IPv4";"52.187.42.197/32";"To added"
"Office 365";"o365";"IPv4";"52.187.78.144/32";"To added"
"Office 365";"o365";"IPv4";"52.225.223.43/32";"To added"
"Office 365";"o365";"IPv4";"52.228.36.141/32";"To added"
"Office 365";"o365";"IPv4";"52.230.24.83/32";"To added"
"Office 365";"o365";"IPv4";"52.231.24.115/32";"To added"
"Office 365";"o365";"IPv4";"52.231.204.153/32";"To added"
"Office 365";"o365";"IPv4";"52.232.112.133/32";"To added"
"Office 365";"o365";"IPv4";"52.232.118.68/32";"To added"
"Office 365";"o365";"IPv4";"52.232.129.232/32";"To added"
"Office 365";"o365";"IPv4";"65.52.144.46/32";"To added"
"Office 365";"o365";"IPv4";"65.52.148.27/32";"To added"
"Office 365";"o365";"IPv4";"65.52.160.218/32";"To added"
"Office 365";"o365";"IPv4";"65.52.176.186/32";"To added"
"Office 365";"o365";"IPv4";"65.52.184.75/32";"To added"
"Office 365";"o365";"IPv4";"65.52.192.203/32";"To added"
"Office 365";"o365";"IPv4";"65.52.196.64/32";"To added"
"Office 365";"o365";"IPv4";"65.52.220.46/32";"To added"
"Office 365";"o365";"IPv4";"65.52.240.200/32";"To added"
"Office 365";"o365";"IPv4";"65.55.239.168/32";"To added"
"Office 365";"o365";"IPv4";"70.37.96.155/32";"To added"
"Office 365";"o365";"IPv4";"70.37.97.234/32";"To added"
"Office 365";"o365";"IPv4";"94.245.88.28/32";"To added"
"Office 365";"o365";"IPv4";"94.245.108.85/32";"To added"
"Office 365";"o365";"IPv4";"94.245.117.53/32";"To added"
"Office 365";"o365";"IPv4";"104.40.178.127/32";"To added"
"Office 365";"o365";"IPv4";"104.40.179.160/32";"To added"
"Office 365";"o365";"IPv4";"104.40.211.46/32";"To added"
"Office 365";"o365";"IPv4";"104.41.207.73/32";"To added"
"Office 365";"o365";"IPv4";"104.42.225.143/32";"To added"
"Office 365";"o365";"IPv4";"104.42.230.91/32";"To added"
"Office 365";"o365";"IPv4";"104.42.231.28/32";"To added"
"Office 365";"o365";"IPv4";"104.43.21.58/32";"To added"
"Office 365";"o365";"IPv4";"104.43.140.223/32";"To added"
"Office 365";"o365";"IPv4";"104.45.11.195/32";"To added"
"Office 365";"o365";"IPv4";"104.45.225.7/32";"To added"
"Office 365";"o365";"IPv4";"104.46.38.64/32";"To added"
"Office 365";"o365";"IPv4";"104.46.50.125/32";"To added"
"Office 365";"o365";"IPv4";"104.47.156.62/32";"To added"
"Office 365";"o365";"IPv4";"104.209.35.177/32";"To added"
"Office 365";"o365";"IPv4";"104.211.160.244/32";"To added"
"Office 365";"o365";"IPv4";"104.214.107.57/32";"To added"
"Office 365";"o365";"IPv4";"104.214.144.62/32";"To added"
"Office 365";"o365";"IPv4";"104.214.144.252/32";"To added"
"Office 365";"o365";"IPv4";"104.214.145.126/32";"To added"
"Office 365";"o365";"IPv4";"104.214.145.173/32";"To added"
"Office 365";"o365";"IPv4";"104.214.146.199/32";"To added"
"Office 365";"o365";"IPv4";"104.215.146.200/32";"To added"
"Office 365";"o365";"IPv4";"104.215.198.144/32";"To added"
"Office 365";"o365";"IPv4";"111.221.96.149/32";"To added"
"Office 365";"o365";"IPv4";"111.221.104.43/32";"To added"
"Office 365";"o365";"IPv4";"111.221.111.196/32";"To added"
"Office 365";"o365";"IPv4";"137.116.66.126/32";"To added"
"Office 365";"o365";"IPv4";"137.116.81.187/32";"To added"
"Office 365";"o365";"IPv4";"137.116.156.3/32";"To added"
"Office 365";"o365";"IPv4";"137.116.248.150/32";"To added"
"Office 365";"o365";"IPv4";"137.117.17.124/32";"To added"
"Office 365";"o365";"IPv4";"138.91.61.107/32";"To added"
"Office 365";"o365";"IPv4";"157.55.80.94/32";"To added"
"Office 365";"o365";"IPv4";"157.55.139.177/32";"To added"
"Office 365";"o365";"IPv4";"157.55.145.0/25";"To added"
"Office 365";"o365";"IPv4";"157.55.155.0/25";"To added"
"Office 365";"o365";"IPv4";"157.55.177.39/32";"To added"
"Office 365";"o365";"IPv4";"157.55.184.223/32";"To added"
"Office 365";"o365";"IPv4";"157.55.212.37/32";"To added"
"Office 365";"o365";"IPv4";"157.55.227.192/26";"To added"
"Office 365";"o365";"IPv4";"168.61.146.25/32";"To added"
"Office 365";"o365";"IPv4";"168.61.149.17/32";"To added"
"Office 365";"o365";"IPv4";"168.61.149.234/32";"To added"
"Office 365";"o365";"IPv4";"168.61.170.80/32";"To added"
"Office 365";"o365";"IPv4";"168.61.172.71/32";"To added"
"Office 365";"o365";"IPv4";"168.62.29.225/32";"To added"
"Office 365";"o365";"IPv4";"168.62.43.8/32";"To added"
"Office 365";"o365";"IPv4";"168.62.104.83/32";"To added"
"Office 365";"o365";"IPv4";"168.62.106.224/32";"To added"
"Office 365";"o365";"IPv4";"168.62.204.209/32";"To added"
"Office 365";"o365";"IPv4";"168.63.18.79/32";"To added"
"Office 365";"o365";"IPv4";"168.63.29.74/32";"To added"
"Office 365";"o365";"IPv4";"168.63.92.133/32";"To added"
"Office 365";"o365";"IPv4";"168.63.100.61/32";"To added"
"Office 365";"o365";"IPv4";"168.63.138.56/32";"To added"
"Office 365";"o365";"IPv4";"168.63.172.54/32";"To added"
"Office 365";"o365";"IPv4";"168.63.213.238/32";"To added"
"Office 365";"o365";"IPv4";"191.235.95.142/32";"To added"
"Office 365";"o365";"IPv4";"191.237.218.239/32";"To added"
"Office 365";"o365";"IPv4";"191.238.160.173/32";"To added"
"Office 365";"o365";"IPv4";"207.46.73.250/32";"To added"
"Office 365";"o365";"IPv4";"207.46.134.255/32";"To added"
"Office 365";"o365";"IPv4";"207.46.140.244/32";"To added"
"Office 365";"o365";"IPv4";"207.46.141.38/32";"To added"
"Office 365";"o365";"IPv4";"207.46.153.155/32";"To added"
"Office 365";"o365";"IPv4";"207.46.156.124/32";"To added"
"Office 365";"o365";"IPv4";"207.46.216.54/32";"To added"
"Office 365";"o365";"IPv4";"213.199.128.119/32";"To added"
"Office 365";"o365";"URL";"*.aadrm.com";"To added"
"Office 365";"o365";"URL";"*.activedirectory.windowsazure.com";"To added"
"Office 365";"o365";"URL";"*.adhybridhealth.azure.com";"To added"
"Office 365";"o365";"URL";"*.aria.microsoft.com";"To added"
"Office 365";"o365";"URL";"*.azurerms.com";"To added"
"Office 365";"o365";"URL";"*.blob.core.windows.net";"To added"
"Office 365";"o365";"URL";"*.cloudapp.net";"To added"
"Office 365";"o365";"URL";"*.helpshift.com";"To added"
"Office 365";"o365";"URL";"*.hockeyapp.net";"To added"
"Office 365";"o365";"URL";"*.localytics.com";"To added"
"Office 365";"o365";"URL";"*.microsoft.com";"To added"
"Office 365";"o365";"URL";"*.microsoftonline.com";"To added"
"Office 365";"o365";"URL";"*.microsoftonline-p.com";"To added"
"Office 365";"o365";"URL";"*.microsoftonline-p.net";"To added"
"Office 365";"o365";"URL";"*.msecnd.net";"To added"
"Office 365";"o365";"URL";"*.msocdn.com";"To added"
"Office 365";"o365";"URL";"*.office.com";"To added"
"Office 365";"o365";"URL";"*.office.net";"To added"
"Office 365";"o365";"URL";"*.office365.com";"To added"
"Office 365";"o365";"URL";"*.onmicrosoft.com";"To added"
"Office 365";"o365";"URL";"*.phonefactor.net";"To added"
"Office 365";"o365";"URL";"*.portal.cloudappsecurity.com";"To added"
"Office 365";"o365";"URL";"*.queue.core.windows.net";"To added"
"Office 365";"o365";"URL";"*.servicebus.windows.net";"To added"
"Office 365";"o365";"URL";"*.sharepointonline.com";"To added"
"Office 365";"o365";"URL";"*.staffhub.office.com";"To added"
"Office 365";"o365";"URL";"*.table.core.windows.net";"To added"
"Office 365";"o365";"URL";"*.windows.net";"To added"
"Office 365";"o365";"URL";"account.activedirectory.windowsazure.com";"To added"
"Office 365";"o365";"URL";"account.office.net";"To added"
"Office 365";"o365";"URL";"adminwebservice.microsoftonline.com";"To added"
"Office 365";"o365";"URL";"agent.office.net";"To added"
"Office 365";"o365";"URL";"amp.azure.net";"To added"
"Office 365";"o365";"URL";"analytics.localytics.com";"To added"
"Office 365";"o365";"URL";"ap1-fasttrack.cloudapp.net";"To added"
"Office 365";"o365";"URL";"api.localytics.com";"To added"
"Office 365";"o365";"URL";"api.office.com";"To added"
"Office 365";"o365";"URL";"apc.delve.office.com";"To added"
"Office 365";"o365";"URL";"appsforoffice.microsoft.com";"To added"
"Office 365";"o365";"URL";"assets.onestore.ms";"To added"
"Office 365";"o365";"URL";"aus.delve.office.com";"To added"
"Office 365";"o365";"URL";"auth.gfx.ms";"To added"
"Office 365";"o365";"URL";"az826701.vo.msecnd.net";"To added"
"Office 365";"o365";"URL";"browser.pipe.aria.microsoft.com";"To added"
"Office 365";"o365";"URL";"c.microsoft.com";"To added"
"Office 365";"o365";"URL";"c1.microsoft.com";"To added"
"Office 365";"o365";"URL";"can.delve.office.com";"To added"
"Office 365";"o365";"URL";"clientconfig.microsoftonline-p.net";"To added"
"Office 365";"o365";"URL";"clientlog.portal.office.com";"To added"
"Office 365";"o365";"URL";"connect.facebook.net";"To added"
"Office 365";"o365";"URL";"contentstorage.osi.office.net";"To added"
"Office 365";"o365";"URL";"dc.applicationinsights.microsoft.com";"To added"
"Office 365";"o365";"URL";"dc.services.visualstudio.com";"To added"
"Office 365";"o365";"URL";"delve.office.com";"To added"
"Office 365";"o365";"URL";"dgps.support.microsoft.com";"To added"
"Office 365";"o365";"URL";"docs.microsoft.com";"To added"
"Office 365";"o365";"URL";"ea-000.forms.osi.office.net";"To added"
"Office 365";"o365";"URL";"ecn.dev.virtualearth.net";"To added"
"Office 365";"o365";"URL";"em1-fasttrack.cloudapp.net";"To added"
"Office 365";"o365";"URL";"equivio.office.com";"To added"
"Office 365";"o365";"URL";"equivioprod*.cloudapp.net";"To added"
"Office 365";"o365";"URL";"eur.delve.office.com";"To added"
"Office 365";"o365";"URL";"eus2-000.forms.osi.office.net";"To added"
"Office 365";"o365";"URL";"firstpartyapps.oaspapps.com";"To added"
"Office 365";"o365";"URL";"forms.microsoft.com";"To added"
"Office 365";"o365";"URL";"forms.office.com";"To added"
"Office 365";"o365";"URL";"gbr.delve.office.com";"To added"
"Office 365";"o365";"URL";"graph.microsoft.com";"To added"
"Office 365";"o365";"URL";"graph.Windows.net";"To added"
"Office 365";"o365";"URL";"groupsapi2-prod.outlookgroups.ms";"To added"
"Office 365";"o365";"URL";"groupsapi3-prod.outlookgroups.ms";"To added"
"Office 365";"o365";"URL";"groupsapi4-prod.outlookgroups.ms";"To added"
"Office 365";"o365";"URL";"groupsapi-prod.outlookgroups.ms";"To added"
"Office 365";"o365";"URL";"hip.microsoftonline-p.net";"To added"
"Office 365";"o365";"URL";"home.office.com";"To added"
"Office 365";"o365";"URL";"ind.delve.office.com";"To added"
"Office 365";"o365";"URL";"jpn.delve.office.com";"To added"
"Office 365";"o365";"URL";"kor.delve.office.com";"To added"
"Office 365";"o365";"URL";"lam.delve.office.com";"To added"
"Office 365";"o365";"URL";"liverdcxstorage.blob.core.windowsazure.com";"To added"
"Office 365";"o365";"URL";"login.microsoftonline.com";"To added"
"Office 365";"o365";"URL";"login.windows.net";"To added"
"Office 365";"o365";"URL";"manage.office.com";"To added"
"Office 365";"o365";"URL";"management.azure.com";"To added"
"Office 365";"o365";"URL";"msdn.microsoft.com";"To added"
"Office 365";"o365";"URL";"mem.gfx.ms";"To added"
"Office 365";"o365";"URL";"mscrl.microsoft.com";"To added"
"Office 365";"o365";"URL";"na1-fasttrack.cloudapp.net";"To added"
"Office 365";"o365";"URL";"nam.delve.office.com";"To added"
"Office 365";"o365";"URL";"neu-000.forms.osi.office.net";"To added"
"Office 365";"o365";"URL";"nexus.officeapps.live.com";"To added"
"Office 365";"o365";"URL";"nexusrules.officeapps.live.com";"To added"
"Office 365";"o365";"URL";"office365servicehealthcommunications.cloudapp.net";"To added"
"Office 365";"o365";"URL";"office365zoom.cloudapp.net";"To added"
"Office 365";"o365";"URL";"outlook.office365.com";"To added"
"Office 365";"o365";"URL";"outlook.uservoice.com";"To added"
"Office 365";"o365";"URL";"platform.linkedin.com";"To added"
"Office 365";"o365";"URL";"policykeyservice.dc.ad.msft.net";"To added"
"Office 365";"o365";"URL";"portal.microsoftonline.com";"To added"
"Office 365";"o365";"URL";"portal.office.com";"To added"
"Office 365";"o365";"URL";"prod.firstpartyapps.oaspapps.com.akadns.net";"To added"
"Office 365";"o365";"URL";"prod.msocdn.com";"To added"
"Office 365";"o365";"URL";"products.office.com";"To added"
"Office 365";"o365";"URL";"protection.office.com";"To added"
"Office 365";"o365";"URL";"provisioningapi.microsoftonline.com";"To added"
"Office 365";"o365";"URL";"r1.res.office365.com";"To added"
"Office 365";"o365";"URL";"r4.res.office365.com";"To added"
"Office 365";"o365";"URL";"res.delve.office.com";"To added"
"Office 365";"o365";"URL";"rink.hockeyapp.net";"To added"
"Office 365";"o365";"URL";"sdk.hockeyapp.net";"To added"
"Office 365";"o365";"URL";"secure.aadcdn.microsoftonline-p.com";"To added"
"Office 365";"o365";"URL";"securescore.office.com";"To added"
"Office 365";"o365";"URL";"shellprod.msocdn.com";"To added"
"Office 365";"o365";"URL";"signup.microsoft.com";"To added"
"Office 365";"o365";"URL";"staffhub.ms";"To added"
"Office 365";"o365";"URL";"staffhub.office.com";"To added"
"Office 365";"o365";"URL";"staffhub.uservoice.com";"To added"
"Office 365";"o365";"URL";"staffhubweb.azureedge.net";"To added"
"Office 365";"o365";"URL";"suite.office.net";"To added"
"Office 365";"o365";"URL";"support.content.office.net";"To added"
"Office 365";"o365";"URL";"support.office.com";"To added"
"Office 365";"o365";"URL";"technet.microsoft.com";"To added"
"Office 365";"o365";"URL";"telemetry.remoteapp.windowsazure.com";"To added"
